0,11,22,30,41,50,61,72,80,91,99,111,122,130,141,150,161,172,180,191,199,211,222,230,241,250,261,272,280,291,300,311,322,330,341,349,361,372,380,391,400,411,422,430,441,449,461,472,480,491,500,511,522,530,541,550,561,572,580,591,599,611,622,630,641,650,661,672,680,691,699,711,722,730,741,750,761,772,780,791,800,811,822,830,841,849,861,872,880,891,900,911,922,930,941,949,961,972,980,991
785,840,875,855,835,775,725,635,615,605,580,570,430,770,1765,1640,610,530,570,515,450,495,485,500,480,485,520,505,535,570,575,590,595,620,670,680,735,710,740,710,635,605,550,560,550,550,625,625,670,640,620,535,465,425,390,400,395,220,330,1230,1775,730,380,410,375,295,285,260,335,315,300,220,260,225,225,325,335,335,315,425,470,470,430,445,415,405,335,280,250,175,155,220,200,290,290,175,140,10,0,5
